game_id,matched_set_id,seed,regime,policy,witch_uid,reconstructable,missing_reason,save_available_start,poison_available_start,save_used,poison_used,save_round,poison_round,save_target_uid,poison_target_uid,save_target_team,poison_target_team,save_target_role,poison_target_role,save_event_category,poison_event_category,save_available_at_death,poison_available_at_death,save_available_at_game_end,poison_available_at_game_end,legal_save_opportunities,legal_poison_opportunities,missed_save_opportunities,missed_poison_opportunities,primary_save_waste,primary_poison_waste,extended_save_waste,extended_poison_waste,total_primary_potion_waste_count,total_extended_potion_waste_count,total_potion_waste_cost,witch_total_payoff,village_win
witch_save_aggressive_poison_conservative_r61_seed521_baseline_rep03,r61_seed521_baseline_rep03,521,baseline,save_aggressive_poison_conservative,8,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.0,-0.75,0
witch_save_conservative_poison_aggressive_r61_seed521_baseline_rep03,r61_seed521_baseline_rep03,521,baseline,save_conservative_poison_aggressive,8,True,,1,1,1,1,2,1,8,1,village,wolf,witch,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,-0.49999999999999994,0
witch_conservative_full_r61_seed521_baseline_rep03,r61_seed521_baseline_rep03,521,baseline,conservative_full,8,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,-0.95,0
witch_risk_balanced_r61_seed521_baseline_rep03,r61_seed521_baseline_rep03,521,baseline,risk_balanced,8,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,-0.95,0
witch_reference_r61_seed521_baseline_rep04,r61_seed521_baseline_rep04,521,baseline,reference,6,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.0,-0.75,0
witch_aggressive_full_r61_seed521_baseline_rep04,r61_seed521_baseline_rep04,521,baseline,aggressive_full,6,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.0,-0.75,0
witch_save_aggressive_poison_conservative_r61_seed521_baseline_rep04,r61_seed521_baseline_rep04,521,baseline,save_aggressive_poison_conservative,6,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.0,-0.75,0
witch_save_conservative_poison_aggressive_r61_seed521_baseline_rep04,r61_seed521_baseline_rep04,521,baseline,save_conservative_poison_aggressive,6,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.0,-0.75,0
witch_conservative_full_r61_seed521_baseline_rep04,r61_seed521_baseline_rep04,521,baseline,conservative_full,6,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.0,-0.75,0
witch_risk_balanced_r61_seed521_baseline_rep04,r61_seed521_baseline_rep04,521,baseline,risk_balanced,6,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.0,-0.75,0
witch_reference_r61_seed521_baseline_rep05,r61_seed521_baseline_rep05,521,baseline,reference,4,True,,1,1,1,0,1,,6,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_aggressive_full_r61_seed521_baseline_rep05,r61_seed521_baseline_rep05,521,baseline,aggressive_full,4,True,,1,1,1,1,1,2,6,2,village,village,seer,villager,save_special_role,poison_regular_villager,0,0,0,0,0,3,0,2,0,1,0,1,1,1,-0.5,0.9,1
witch_save_aggressive_poison_conservative_r61_seed521_baseline_rep05,r61_seed521_baseline_rep05,521,baseline,save_aggressive_poison_conservative,4,True,,1,1,1,0,1,,6,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_save_conservative_poison_aggressive_r61_seed521_baseline_rep05,r61_seed521_baseline_rep05,521,baseline,save_conservative_poison_aggressive,4,True,,1,1,1,1,1,2,6,2,village,village,seer,villager,save_special_role,poison_regular_villager,0,0,0,0,0,3,0,2,0,1,0,1,1,1,-0.5,0.9,1
witch_conservative_full_r61_seed521_baseline_rep05,r61_seed521_baseline_rep05,521,baseline,conservative_full,4,True,,1,1,1,0,1,,6,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_risk_balanced_r61_seed521_baseline_rep05,r61_seed521_baseline_rep05,521,baseline,risk_balanced,4,True,,1,1,1,0,1,,6,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_reference_r61_seed521_speech_enabled_rep01,r61_seed521_speech_enabled_rep01,521,speech_enabled,reference,4,True,,1,1,1,1,2,1,4,5,village,wolf,witch,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,-0.49999999999999994,0
witch_aggressive_full_r61_seed521_speech_enabled_rep01,r61_seed521_speech_enabled_rep01,521,speech_enabled,aggressive_full,4,True,,1,1,1,1,1,2,6,7,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.49999999999999994,0
witch_save_aggressive_poison_conservative_r61_seed521_speech_enabled_rep01,r61_seed521_speech_enabled_rep01,521,speech_enabled,save_aggressive_poison_conservative,4,True,,1,1,1,0,1,,6,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.3,1
witch_save_conservative_poison_aggressive_r61_seed521_speech_enabled_rep01,r61_seed521_speech_enabled_rep01,521,speech_enabled,save_conservative_poison_aggressive,4,True,,1,1,0,1,,1,,5,,wolf,,werewolf,,correct_poison_wolf,1,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,1.35,1
witch_conservative_full_r61_seed521_speech_enabled_rep01,r61_seed521_speech_enabled_rep01,521,speech_enabled,conservative_full,4,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,-0.95,0
witch_risk_balanced_r61_seed521_speech_enabled_rep01,r61_seed521_speech_enabled_rep01,521,speech_enabled,risk_balanced,4,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,-0.95,0
witch_reference_r61_seed521_speech_enabled_rep02,r61_seed521_speech_enabled_rep02,521,speech_enabled,reference,4,True,,1,1,1,0,1,,1,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.8,0
witch_aggressive_full_r61_seed521_speech_enabled_rep02,r61_seed521_speech_enabled_rep02,521,speech_enabled,aggressive_full,4,True,,1,1,1,1,1,2,1,3,village,village,seer,villager,save_special_role,poison_regular_villager,0,0,0,0,0,3,0,2,0,1,0,1,1,1,-0.5,1.0,1
witch_save_aggressive_poison_conservative_r61_seed521_speech_enabled_rep02,r61_seed521_speech_enabled_rep02,521,speech_enabled,save_aggressive_poison_conservative,4,True,,1,1,1,0,1,,1,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.8,0
witch_save_conservative_poison_aggressive_r61_seed521_speech_enabled_rep02,r61_seed521_speech_enabled_rep02,521,speech_enabled,save_conservative_poison_aggressive,4,True,,1,1,0,1,,1,,10,,wolf,,werewolf,,correct_poison_wolf,1,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,-0.65,0
witch_conservative_full_r61_seed521_speech_enabled_rep02,r61_seed521_speech_enabled_rep02,521,speech_enabled,conservative_full,4,True,,1,1,1,0,2,,4,,village,,witch,,save_special_role,,0,1,0,0,1,2,1,2,0,0,1,1,0,2,0.0,-0.8,0
witch_risk_balanced_r61_seed521_speech_enabled_rep02,r61_seed521_speech_enabled_rep02,521,speech_enabled,risk_balanced,4,True,,1,1,1,0,1,,1,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.8,0
witch_reference_r61_seed521_speech_enabled_rep03,r61_seed521_speech_enabled_rep03,521,speech_enabled,reference,1,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.3,1
witch_aggressive_full_r61_seed521_speech_enabled_rep03,r61_seed521_speech_enabled_rep03,521,speech_enabled,aggressive_full,1,True,,1,1,1,1,1,2,7,3,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,1.5,1
witch_save_aggressive_poison_conservative_r61_seed521_speech_enabled_rep03,r61_seed521_speech_enabled_rep03,521,speech_enabled,save_aggressive_poison_conservative,1,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.3,1
witch_save_conservative_poison_aggressive_r61_seed521_speech_enabled_rep03,r61_seed521_speech_enabled_rep03,521,speech_enabled,save_conservative_poison_aggressive,1,True,,1,1,0,1,,1,,5,,wolf,,werewolf,,correct_poison_wolf,1,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,-0.75,0
witch_conservative_full_r61_seed521_speech_enabled_rep03,r61_seed521_speech_enabled_rep03,521,speech_enabled,conservative_full,1,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,1.05,1
witch_risk_balanced_r61_seed521_speech_enabled_rep03,r61_seed521_speech_enabled_rep03,521,speech_enabled,risk_balanced,1,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.8,0
witch_reference_r61_seed521_speech_enabled_rep04,r61_seed521_speech_enabled_rep04,521,speech_enabled,reference,7,True,,1,1,1,0,1,,10,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_aggressive_full_r61_seed521_speech_enabled_rep04,r61_seed521_speech_enabled_rep04,521,speech_enabled,aggressive_full,7,True,,1,1,1,1,1,2,10,8,village,village,seer,villager,save_special_role,poison_regular_villager,0,0,0,0,0,3,0,2,0,1,0,1,1,1,-0.5,-1.1,0
witch_save_aggressive_poison_conservative_r61_seed521_speech_enabled_rep04,r61_seed521_speech_enabled_rep04,521,speech_enabled,save_aggressive_poison_conservative,7,True,,1,1,1,0,1,,10,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_save_conservative_poison_aggressive_r61_seed521_speech_enabled_rep04,r61_seed521_speech_enabled_rep04,521,speech_enabled,save_conservative_poison_aggressive,7,True,,1,1,0,1,,1,,1,,village,,villager,,poison_regular_villager,0,0,1,0,1,2,1,1,0,1,1,1,1,2,-0.5,-1.15,0
witch_conservative_full_r61_seed521_speech_enabled_rep04,r61_seed521_speech_enabled_rep04,521,speech_enabled,conservative_full,7,True,,1,1,1,0,2,,7,,village,,witch,,save_special_role,,0,1,0,0,1,2,1,2,0,0,1,1,0,2,0.0,-0.9,0
witch_risk_balanced_r61_seed521_speech_enabled_rep04,r61_seed521_speech_enabled_rep04,521,speech_enabled,risk_balanced,7,True,,1,1,1,0,1,,10,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.2,1
witch_reference_r61_seed521_speech_enabled_rep05,r61_seed521_speech_enabled_rep05,521,speech_enabled,reference,4,True,,1,1,1,0,2,,4,,village,,witch,,save_special_role,,0,1,0,0,1,2,1,2,0,0,1,1,0,2,0.0,-0.7,0
witch_aggressive_full_r61_seed521_speech_enabled_rep05,r61_seed521_speech_enabled_rep05,521,speech_enabled,aggressive_full,4,True,,1,1,1,1,1,2,2,7,village,village,seer,villager,save_special_role,poison_regular_villager,0,0,0,0,0,3,0,2,0,1,0,1,1,1,-0.5,-1.2,0
witch_save_aggressive_poison_conservative_r61_seed521_speech_enabled_rep05,r61_seed521_speech_enabled_rep05,521,speech_enabled,save_aggressive_poison_conservative,4,True,,1,1,1,0,1,,2,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_save_conservative_poison_aggressive_r61_seed521_speech_enabled_rep05,r61_seed521_speech_enabled_rep05,521,speech_enabled,save_conservative_poison_aggressive,4,True,,1,1,0,1,,1,,1,,village,,hunter,,poison_special_role,1,0,0,0,1,2,1,1,0,1,1,1,1,2,-0.5,-1.25,0
witch_conservative_full_r61_seed521_speech_enabled_rep05,r61_seed521_speech_enabled_rep05,521,speech_enabled,conservative_full,4,True,,1,1,1,0,2,,4,,village,,witch,,save_special_role,,0,1,0,0,1,2,1,2,0,0,1,1,0,2,0.0,-0.7,0
witch_risk_balanced_r61_seed521_speech_enabled_rep05,r61_seed521_speech_enabled_rep05,521,speech_enabled,risk_balanced,4,True,,1,1,1,0,2,,4,,village,,witch,,save_special_role,,0,1,0,0,1,2,1,2,0,0,1,1,0,2,0.0,-0.8,0
witch_reference_r61_seed521_herding_enabled_rep01,r61_seed521_herding_enabled_rep01,521,herding_enabled,reference,10,True,,1,1,1,1,1,2,9,8,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.49999999999999994,0
witch_aggressive_full_r61_seed521_herding_enabled_rep01,r61_seed521_herding_enabled_rep01,521,herding_enabled,aggressive_full,10,True,,1,1,1,1,1,2,9,8,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.49999999999999994,0
witch_save_aggressive_poison_conservative_r61_seed521_herding_enabled_rep01,r61_seed521_herding_enabled_rep01,521,herding_enabled,save_aggressive_poison_conservative,10,True,,1,1,1,0,1,,9,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.2,1
witch_save_conservative_poison_aggressive_r61_seed521_herding_enabled_rep01,r61_seed521_herding_enabled_rep01,521,herding_enabled,save_conservative_poison_aggressive,10,True,,1,1,1,1,1,2,9,8,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.49999999999999994,0
witch_conservative_full_r61_seed521_herding_enabled_rep01,r61_seed521_herding_enabled_rep01,521,herding_enabled,conservative_full,10,True,,1,1,1,0,1,,9,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.2,1
witch_risk_balanced_r61_seed521_herding_enabled_rep01,r61_seed521_herding_enabled_rep01,521,herding_enabled,risk_balanced,10,True,,1,1,1,1,1,2,9,8,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.6,0
witch_reference_r61_seed521_herding_enabled_rep02,r61_seed521_herding_enabled_rep02,521,herding_enabled,reference,8,True,,1,1,1,1,1,2,5,4,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,1.5,1
witch_aggressive_full_r61_seed521_herding_enabled_rep02,r61_seed521_herding_enabled_rep02,521,herding_enabled,aggressive_full,8,True,,1,1,1,1,1,2,5,4,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,1.5,1
witch_save_aggressive_poison_conservative_r61_seed521_herding_enabled_rep02,r61_seed521_herding_enabled_rep02,521,herding_enabled,save_aggressive_poison_conservative,8,True,,1,1,1,0,1,,5,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.3,1
witch_save_conservative_poison_aggressive_r61_seed521_herding_enabled_rep02,r61_seed521_herding_enabled_rep02,521,herding_enabled,save_conservative_poison_aggressive,8,True,,1,1,1,1,2,1,8,6,village,wolf,witch,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,-0.6,0
witch_conservative_full_r61_seed521_herding_enabled_rep02,r61_seed521_herding_enabled_rep02,521,herding_enabled,conservative_full,8,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,-0.95,0
witch_risk_balanced_r61_seed521_herding_enabled_rep02,r61_seed521_herding_enabled_rep02,521,herding_enabled,risk_balanced,8,True,,1,1,1,0,1,,5,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.3,1
witch_reference_r61_seed521_herding_enabled_rep03,r61_seed521_herding_enabled_rep03,521,herding_enabled,reference,5,True,,1,1,1,1,1,2,9,6,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.6,0
witch_aggressive_full_r61_seed521_herding_enabled_rep03,r61_seed521_herding_enabled_rep03,521,herding_enabled,aggressive_full,5,True,,1,1,1,1,1,2,9,6,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.6,0
witch_save_aggressive_poison_conservative_r61_seed521_herding_enabled_rep03,r61_seed521_herding_enabled_rep03,521,herding_enabled,save_aggressive_poison_conservative,5,True,,1,1,1,0,1,,9,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_save_conservative_poison_aggressive_r61_seed521_herding_enabled_rep03,r61_seed521_herding_enabled_rep03,521,herding_enabled,save_conservative_poison_aggressive,5,True,,1,1,1,1,1,2,9,6,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.6,0
witch_conservative_full_r61_seed521_herding_enabled_rep03,r61_seed521_herding_enabled_rep03,521,herding_enabled,conservative_full,5,True,,1,1,1,0,1,,9,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_risk_balanced_r61_seed521_herding_enabled_rep03,r61_seed521_herding_enabled_rep03,521,herding_enabled,risk_balanced,5,True,,1,1,1,0,1,,9,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.2,1
witch_reference_r61_seed521_herding_enabled_rep04,r61_seed521_herding_enabled_rep04,521,herding_enabled,reference,10,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.3,1
witch_aggressive_full_r61_seed521_herding_enabled_rep04,r61_seed521_herding_enabled_rep04,521,herding_enabled,aggressive_full,10,True,,1,1,1,1,1,2,7,3,village,village,seer,hunter,save_special_role,poison_special_role,0,0,0,0,0,3,0,2,0,1,0,1,1,1,-0.5,-1.1,0
witch_save_aggressive_poison_conservative_r61_seed521_herding_enabled_rep04,r61_seed521_herding_enabled_rep04,521,herding_enabled,save_aggressive_poison_conservative,10,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.3,1
witch_save_conservative_poison_aggressive_r61_seed521_herding_enabled_rep04,r61_seed521_herding_enabled_rep04,521,herding_enabled,save_conservative_poison_aggressive,10,True,,1,1,1,1,2,1,10,5,village,wolf,witch,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,1.5,1
witch_conservative_full_r61_seed521_herding_enabled_rep04,r61_seed521_herding_enabled_rep04,521,herding_enabled,conservative_full,10,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,-0.95,0
witch_risk_balanced_r61_seed521_herding_enabled_rep04,r61_seed521_herding_enabled_rep04,521,herding_enabled,risk_balanced,10,True,,1,1,1,0,1,,7,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,1.2,1
witch_reference_r61_seed521_herding_enabled_rep05,r61_seed521_herding_enabled_rep05,521,herding_enabled,reference,9,True,,1,1,1,0,1,,2,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.7,0
witch_aggressive_full_r61_seed521_herding_enabled_rep05,r61_seed521_herding_enabled_rep05,521,herding_enabled,aggressive_full,9,True,,1,1,1,1,1,2,2,3,village,village,seer,villager,save_special_role,poison_regular_villager,0,0,0,0,0,3,0,2,0,1,0,1,1,1,-0.5,0.9,1
witch_save_aggressive_poison_conservative_r61_seed521_herding_enabled_rep05,r61_seed521_herding_enabled_rep05,521,herding_enabled,save_aggressive_poison_conservative,9,True,,1,1,1,0,1,,2,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.7,0
witch_save_conservative_poison_aggressive_r61_seed521_herding_enabled_rep05,r61_seed521_herding_enabled_rep05,521,herding_enabled,save_conservative_poison_aggressive,9,True,,1,1,0,1,,1,,10,,wolf,,werewolf,,correct_poison_wolf,1,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,-0.75,0
witch_conservative_full_r61_seed521_herding_enabled_rep05,r61_seed521_herding_enabled_rep05,521,herding_enabled,conservative_full,9,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,-0.95,0
witch_risk_balanced_r61_seed521_herding_enabled_rep05,r61_seed521_herding_enabled_rep05,521,herding_enabled,risk_balanced,9,True,,1,1,1,0,1,,2,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.8,0
witch_reference_r61_seed521_deception_enabled_rep01,r61_seed521_deception_enabled_rep01,521,deception_enabled,reference,10,True,,1,1,1,1,1,2,5,2,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.6,0
witch_aggressive_full_r61_seed521_deception_enabled_rep01,r61_seed521_deception_enabled_rep01,521,deception_enabled,aggressive_full,10,True,,1,1,1,1,1,2,5,2,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.6,0
witch_save_aggressive_poison_conservative_r61_seed521_deception_enabled_rep01,r61_seed521_deception_enabled_rep01,521,deception_enabled,save_aggressive_poison_conservative,10,True,,1,1,1,0,1,,5,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_save_conservative_poison_aggressive_r61_seed521_deception_enabled_rep01,r61_seed521_deception_enabled_rep01,521,deception_enabled,save_conservative_poison_aggressive,10,True,,1,1,0,1,,1,,1,,wolf,,werewolf,,correct_poison_wolf,1,0,0,0,1,2,1,1,0,0,1,1,0,2,0.0,-0.75,0
witch_conservative_full_r61_seed521_deception_enabled_rep01,r61_seed521_deception_enabled_rep01,521,deception_enabled,conservative_full,10,True,,1,1,0,0,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,0,2,0.0,-1.05,0
witch_risk_balanced_r61_seed521_deception_enabled_rep01,r61_seed521_deception_enabled_rep01,521,deception_enabled,risk_balanced,10,True,,1,1,1,0,1,,5,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_reference_r61_seed521_deception_enabled_rep02,r61_seed521_deception_enabled_rep02,521,deception_enabled,reference,7,True,,1,1,1,0,2,,7,,village,,witch,,save_special_role,,0,1,0,0,1,2,1,2,0,0,1,1,0,2,0.0,-0.9,0
witch_aggressive_full_r61_seed521_deception_enabled_rep02,r61_seed521_deception_enabled_rep02,521,deception_enabled,aggressive_full,7,True,,1,1,1,1,1,2,10,6,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,-0.6,0
witch_save_aggressive_poison_conservative_r61_seed521_deception_enabled_rep02,r61_seed521_deception_enabled_rep02,521,deception_enabled,save_aggressive_poison_conservative,7,True,,1,1,1,0,1,,10,,village,,seer,,save_special_role,,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0.0,-0.9,0
witch_save_conservative_poison_aggressive_r61_seed521_deception_enabled_rep02,r61_seed521_deception_enabled_rep02,521,deception_enabled,save_conservative_poison_aggressive,7,True,,1,1,0,1,,1,,1,,village,,villager,,poison_regular_villager,0,0,1,0,1,2,1,1,0,1,1,1,1,2,-0.5,-1.15,0
witch_conservative_full_r61_seed521_deception_enabled_rep02,r61_seed521_deception_enabled_rep02,521,deception_enabled,conservative_full,7,True,,1,1,1,0,2,,7,,village,,witch,,save_special_role,,0,1,0,0,1,2,1,2,0,0,1,1,0,2,0.0,-0.9,0
witch_risk_balanced_r61_seed521_deception_enabled_rep02,r61_seed521_deception_enabled_rep02,521,deception_enabled,risk_balanced,7,True,,1,1,1,0,2,,7,,village,,witch,,save_special_role,,0,1,0,0,1,2,1,2,0,0,1,1,0,2,0.0,-0.9,0
witch_reference_r61_seed521_deception_enabled_rep03,r61_seed521_deception_enabled_rep03,521,deception_enabled,reference,5,True,,1,1,1,1,1,2,8,3,village,wolf,seer,werewolf,save_special_role,correct_poison_wolf,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0.0,1.7,1
