actor,actor_uid,actual_execution_policy,avg_ml_advantage_over_existing,avg_top_two_margin,base_game_index,behavioral_regime_id,cumulative_ml_existing_disagreements,cumulative_ml_interventions,decision_id,decision_index,decision_type,distribution_shift_category,draw,existing_rule_target,existing_rule_target_actor_uid,first_wolf_death_round,frozen_hybrid_50_50_target,frozen_ml_epsilon_010_target,frozen_ml_target,frozen_ml_target_actor_uid,game_id,hunter_kills,hunter_retaliation_occurred,hunter_retaliations,hybrid_existing_agree,in_distribution_decisions,manifest_hash,matched_set_id,mild_shift_decisions,ml_advantage_over_existing,ml_existing_agree,ml_hybrid_agree,night_kill_attempts,number_of_legal_candidates,phase,policy_name,pre_decision_snapshot_hash,pre_decision_snapshot_id,prior_ml_existing_disagreements,prior_ml_interventions,round,round_number,seed,seer_kills,selected_target,selected_target_actor_uid,selected_target_killed,selected_target_rank_under_existing_rule,selected_target_rank_under_ml,selected_target_role,selection_reason,selective_override_manifest_hash,selective_override_qualified,single_random_intervention_index,special_role_kills,split,stage2b_executed_ml_intervention,stage2b_policy_name,stage2b_shadow_only,strong_shift_decision_rate,strong_shift_decisions,successful_night_kills,time_to_parity,top_two_predicted_value_margin,total_ml_existing_disagreements,total_ml_interventions,total_rounds,total_selective_qualified_decisions,total_shadow_only_decisions,village_win,vote_control_proxy,winner,witch_kills,witch_saved_target,witch_saves,wolf_kill_decisions,wolf_survival_count,wolf_win
2,2,existing_rule,0.0,0.019555676285140395,1,strong_village_information,1,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_single_random_kill_round_1_decision_1,1,wolf_kill,in_distribution,0,3,3,1,7,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_single_random_kill,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,1,3,7,night,ml_single_random_kill,,,0,0,1,3,222,1,3,3,0,4,5,seer,not_preselected_single_random_decision,,0,3,2,final_test,0,ml_single_random_kill,0,0.6666666666666666,2,2,,0.02726771598602018,3,1,3,0,0,1,1,village,0,1,1,3,0,0
2,2,existing_rule,0.0,0.019555676285140395,1,strong_village_information,2,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_single_random_kill_round_2_decision_2,2,wolf_kill,strong_shift,0,3,3,1,3,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_single_random_kill,1,0,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,0,3,7,night,ml_single_random_kill,,,1,0,2,3,222,1,3,3,1,1,6,seer,not_preselected_single_random_decision,,0,3,2,final_test,0,ml_single_random_kill,0,0.6666666666666666,2,2,,0.028200594283051217,3,1,3,0,0,1,1,village,0,0,1,3,0,0
2,2,frozen_ml,0.0,0.019555676285140395,1,strong_village_information,3,1,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_single_random_kill_round_3_decision_3,3,wolf_kill,strong_shift,0,1,1,1,5,6,6,6,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_single_random_kill,1,1,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,0,3,5,night,ml_single_random_kill,,,2,0,3,3,222,1,6,6,1,3,1,hunter,preselected_single_random_decision_uses_ml,,0,3,2,final_test,1,ml_single_random_kill,0,0.6666666666666666,2,2,,0.0031987185863497913,3,1,3,0,0,1,1,village,0,0,1,3,0,0
2,2,frozen_ml,0.0,0.015019392973401574,1,strong_village_information,1,1,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_first_two_kills_round_1_decision_1,1,wolf_kill,in_distribution,0,3,3,1,7,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_first_two_kills,0,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,1,4,7,night,ml_first_two_kills,,,0,0,1,4,222,0,7,7,0,3,1,villager,first_two_eligible_decisions_use_ml,,0,,1,final_test,1,ml_first_two_kills,0,0.75,3,3,4,0.02726771598602018,4,2,4,0,0,0,3,wolf,1,1,1,4,1,1
2,2,frozen_ml,0.0,0.015019392973401574,1,strong_village_information,2,2,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_first_two_kills_round_2_decision_2,2,wolf_kill,strong_shift,0,3,3,1,3,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_first_two_kills,0,0,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,0,4,7,night,ml_first_two_kills,,,1,1,2,4,222,0,7,7,1,7,1,villager,first_two_eligible_decisions_use_ml,,0,,1,final_test,1,ml_first_two_kills,0,0.75,3,3,4,0.028200594283051217,4,2,4,0,0,0,3,wolf,1,0,1,4,1,1
2,2,existing_rule,0.0,0.015019392973401574,1,strong_village_information,3,2,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_first_two_kills_round_3_decision_3,3,wolf_kill,strong_shift,0,1,1,1,6,4,4,4,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_first_two_kills,0,1,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,0,4,5,night,ml_first_two_kills,,,2,2,3,4,222,0,1,1,1,3,5,witch,after_two_decisions_revert_to_existing_rule,,0,,1,final_test,0,ml_first_two_kills,0,0.75,3,3,4,0.00045315296764991686,4,2,4,0,0,0,3,wolf,1,0,1,4,1,1
2,2,existing_rule,0.0,0.015019392973401574,1,strong_village_information,4,2,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_first_two_kills_round_4_decision_4,4,wolf_kill,strong_shift,0,5,5,1,4,4,4,4,stage2b_seed_222_base_1_regime_strong_village_information_policy_ml_first_two_kills,0,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,1,4,3,night,ml_first_two_kills,,,3,2,4,4,222,0,5,5,1,2,2,villager,after_two_decisions_revert_to_existing_rule,,0,,1,final_test,0,ml_first_two_kills,0,0.75,3,3,4,0.0041561086568849825,4,2,4,0,0,0,3,wolf,1,0,1,4,1,1
2,2,frozen_ml,0.0,0.01864048774557377,1,strong_village_information,1,1,stage2b_seed_222_base_1_regime_strong_village_information_policy_continuous_frozen_ml_round_1_decision_1,1,wolf_kill,in_distribution,0,3,3,1,7,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_continuous_frozen_ml,0,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,1,3,7,night,continuous_frozen_ml,,,0,0,1,3,222,0,7,7,0,3,1,villager,continuous_frozen_ml,,0,,0,final_test,1,continuous_frozen_ml,0,0.6666666666666666,2,2,,0.02726771598602018,3,3,3,0,0,1,1,village,0,1,1,3,0,0
2,2,frozen_ml,0.0,0.01864048774557377,1,strong_village_information,2,2,stage2b_seed_222_base_1_regime_strong_village_information_policy_continuous_frozen_ml_round_2_decision_2,2,wolf_kill,strong_shift,0,3,3,1,3,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_continuous_frozen_ml,0,0,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,0,3,7,night,continuous_frozen_ml,,,1,1,2,3,222,0,7,7,1,7,1,villager,continuous_frozen_ml,,0,,0,final_test,1,continuous_frozen_ml,0,0.6666666666666666,2,2,,0.028200594283051217,3,3,3,0,0,1,1,village,0,0,1,3,0,0
2,2,frozen_ml,0.0,0.01864048774557377,1,strong_village_information,3,3,stage2b_seed_222_base_1_regime_strong_village_information_policy_continuous_frozen_ml_round_3_decision_3,3,wolf_kill,strong_shift,0,1,1,1,6,4,4,4,stage2b_seed_222_base_1_regime_strong_village_information_policy_continuous_frozen_ml,0,1,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,0,3,5,night,continuous_frozen_ml,,,2,2,3,3,222,0,4,4,1,4,1,villager,continuous_frozen_ml,,0,,0,final_test,1,continuous_frozen_ml,0,0.6666666666666666,2,2,,0.00045315296764991686,3,3,3,0,0,1,1,village,0,0,1,3,0,0
2,2,existing_rule,0.0,0.01553307102451637,1,strong_village_information,1,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow_round_1_decision_1,1,wolf_kill,in_distribution,0,3,3,1,7,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,1,4,7,night,existing_with_ml_shadow,6893445b00866dd3b320f2dbd669467780a87224955d30542e0eb17378a39f10,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow_round_1_decision_1,0,0,1,4,222,1,3,3,0,4,5,seer,existing_rule_executed_with_ml_shadow_logging,,0,,3,final_test,0,existing_with_ml_shadow,1,0.75,3,3,,0.02726771598602018,3,0,4,0,4,1,1,village,1,1,1,4,0,0
2,2,existing_rule,0.0,0.01553307102451637,1,strong_village_information,2,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow_round_2_decision_2,2,wolf_kill,strong_shift,0,3,3,1,3,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow,1,0,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,0,4,7,night,existing_with_ml_shadow,cf53c93e30634e72f4fdcdba32dc3784de829c1d25a76a8b77e6b1f683b44d74,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow_round_2_decision_2,1,0,2,4,222,1,3,3,1,1,6,seer,existing_rule_executed_with_ml_shadow_logging,,0,,3,final_test,0,existing_with_ml_shadow,1,0.75,3,3,,0.028200594283051217,3,0,4,0,4,1,1,village,1,0,1,4,0,0
2,2,existing_rule,0.0,0.01553307102451637,1,strong_village_information,3,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow_round_3_decision_3,3,wolf_kill,strong_shift,0,1,1,1,5,6,6,6,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,0,0,4,5,night,existing_with_ml_shadow,00bd0ee7b4d24f6d643ce76139438f5cbd7b3da9e375916815c9ff7083b8a866,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow_round_3_decision_3,2,0,3,4,222,1,1,1,1,2,5,witch,existing_rule_executed_with_ml_shadow_logging,,0,,3,final_test,0,existing_with_ml_shadow,1,0.75,3,3,,0.0031987185863497913,3,0,4,0,4,1,1,village,1,0,1,4,0,0
2,2,existing_rule,0.0,0.01553307102451637,1,strong_village_information,3,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow_round_4_decision_4,4,wolf_kill,strong_shift,0,6,6,1,6,6,6,6,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow,1,1,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,1,1,4,4,night,existing_with_ml_shadow,13e6c3e2bc68ad49e08d27fc50ce8658364e0f5b873322491c2ce94bbad0ef2a,stage2b_seed_222_base_1_regime_strong_village_information_policy_existing_with_ml_shadow_round_4_decision_4,3,0,4,4,222,1,6,6,1,2,1,hunter,existing_rule_executed_with_ml_shadow_logging,,0,,3,final_test,0,existing_with_ml_shadow,1,0.75,3,3,,0.003465255242644294,3,0,4,0,4,1,1,village,1,0,1,4,0,0
2,2,frozen_ml,0.0319501301576563,0.01553307102451637,1,strong_village_information,1,1,stage2b_seed_222_base_1_regime_strong_village_information_policy_selective_ml_override_round_1_decision_1,1,wolf_kill,in_distribution,0,3,3,1,7,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_selective_ml_override,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.04288372278674668,0,1,4,7,night,selective_ml_override,,,0,0,1,4,222,1,7,7,0,3,1,villager,selective_override_qualified,56df48c63f448c53d12228774ff6bb8a080e5a06f287ffff7a384a401a5188b2,1,,3,final_test,1,selective_ml_override,0,0.75,3,3,,0.02726771598602018,3,1,4,1,0,1,1,village,1,1,1,4,0,0
2,2,existing_rule,0.0319501301576563,0.01553307102451637,1,strong_village_information,2,1,stage2b_seed_222_base_1_regime_strong_village_information_policy_selective_ml_override_round_2_decision_2,2,wolf_kill,strong_shift,0,3,3,1,3,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_selective_ml_override,1,0,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.055487098962961,0,0,4,7,night,selective_ml_override,,,1,1,2,4,222,1,3,3,1,1,6,seer,selective_override_not_qualified,56df48c63f448c53d12228774ff6bb8a080e5a06f287ffff7a384a401a5188b2,0,,3,final_test,0,selective_ml_override,0,0.75,3,3,,0.028200594283051217,3,1,4,1,0,1,1,village,1,0,1,4,0,0
2,2,existing_rule,0.0319501301576563,0.01553307102451637,1,strong_village_information,3,1,stage2b_seed_222_base_1_regime_strong_village_information_policy_selective_ml_override_round_3_decision_3,3,wolf_kill,strong_shift,0,1,1,1,5,6,6,6,stage2b_seed_222_base_1_regime_strong_village_information_policy_selective_ml_override,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.02942969888091751,0,0,4,5,night,selective_ml_override,,,2,1,3,4,222,1,1,1,1,2,5,witch,selective_override_not_qualified,56df48c63f448c53d12228774ff6bb8a080e5a06f287ffff7a384a401a5188b2,0,,3,final_test,0,selective_ml_override,0,0.75,3,3,,0.0031987185863497913,3,1,4,1,0,1,1,village,1,0,1,4,0,0
2,2,existing_rule,0.0319501301576563,0.01553307102451637,1,strong_village_information,3,1,stage2b_seed_222_base_1_regime_strong_village_information_policy_selective_ml_override_round_4_decision_4,4,wolf_kill,strong_shift,0,6,6,1,6,6,6,6,stage2b_seed_222_base_1_regime_strong_village_information_policy_selective_ml_override,1,1,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,1,1,4,4,night,selective_ml_override,,,3,1,4,4,222,1,6,6,1,2,1,hunter,selective_override_not_qualified,56df48c63f448c53d12228774ff6bb8a080e5a06f287ffff7a384a401a5188b2,0,,3,final_test,0,selective_ml_override,0,0.75,3,3,,0.003465255242644294,3,1,4,1,0,1,1,village,1,0,1,4,0,0
2,2,existing_rule,0.0319501301576563,0.01553307102451637,1,strong_village_information,1,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_high_confidence_shadow_round_1_decision_1,1,wolf_kill,in_distribution,0,3,3,1,7,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_high_confidence_shadow,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.04288372278674668,0,1,4,7,night,high_confidence_shadow,,,0,0,1,4,222,1,3,3,0,4,5,seer,high_confidence_shadow_existing_rule_executed,56df48c63f448c53d12228774ff6bb8a080e5a06f287ffff7a384a401a5188b2,1,,3,final_test,0,high_confidence_shadow,1,0.75,3,3,,0.02726771598602018,3,0,4,1,4,1,1,village,1,1,1,4,0,0
2,2,existing_rule,0.0319501301576563,0.01553307102451637,1,strong_village_information,2,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_high_confidence_shadow_round_2_decision_2,2,wolf_kill,strong_shift,0,3,3,1,3,7,7,7,stage2b_seed_222_base_1_regime_strong_village_information_policy_high_confidence_shadow,1,0,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.055487098962961,0,0,4,7,night,high_confidence_shadow,,,1,0,2,4,222,1,3,3,1,1,6,seer,high_confidence_shadow_existing_rule_executed,56df48c63f448c53d12228774ff6bb8a080e5a06f287ffff7a384a401a5188b2,0,,3,final_test,0,high_confidence_shadow,1,0.75,3,3,,0.028200594283051217,3,0,4,1,4,1,1,village,1,0,1,4,0,0
2,2,existing_rule,0.0319501301576563,0.01553307102451637,1,strong_village_information,3,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_high_confidence_shadow_round_3_decision_3,3,wolf_kill,strong_shift,0,1,1,1,5,6,6,6,stage2b_seed_222_base_1_regime_strong_village_information_policy_high_confidence_shadow,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.02942969888091751,0,0,4,5,night,high_confidence_shadow,,,2,0,3,4,222,1,1,1,1,2,5,witch,high_confidence_shadow_existing_rule_executed,56df48c63f448c53d12228774ff6bb8a080e5a06f287ffff7a384a401a5188b2,0,,3,final_test,0,high_confidence_shadow,1,0.75,3,3,,0.0031987185863497913,3,0,4,1,4,1,1,village,1,0,1,4,0,0
2,2,existing_rule,0.0319501301576563,0.01553307102451637,1,strong_village_information,3,0,stage2b_seed_222_base_1_regime_strong_village_information_policy_high_confidence_shadow_round_4_decision_4,4,wolf_kill,strong_shift,0,6,6,1,6,6,6,6,stage2b_seed_222_base_1_regime_strong_village_information_policy_high_confidence_shadow,1,1,1,1,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_strong_village_information,0,0.0,1,1,4,4,night,high_confidence_shadow,,,3,0,4,4,222,1,6,6,1,2,1,hunter,high_confidence_shadow_existing_rule_executed,56df48c63f448c53d12228774ff6bb8a080e5a06f287ffff7a384a401a5188b2,0,,3,final_test,0,high_confidence_shadow,1,0.75,3,3,,0.003465255242644294,3,0,4,1,4,1,1,village,1,0,1,4,0,0
4,4,existing_rule,0.0,0.0020629466271199957,1,weak_village_information,1,0,stage2b_seed_222_base_1_regime_weak_village_information_policy_existing_rule_round_1_decision_1,1,wolf_kill,in_distribution,0,6,6,1,7,8,8,8,stage2b_seed_222_base_1_regime_weak_village_information_policy_existing_rule,0,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,1,0.0,0,0,3,7,night,existing_rule,,,0,0,1,3,222,1,6,6,1,5,7,seer,existing_rule_control,,0,,2,final_test,0,existing_rule,0,0.3333333333333333,1,2,3,0.0019842819537038148,3,0,3,0,0,0,2,wolf,1,0,1,3,2,1
5,5,existing_rule,0.0,0.0020629466271199957,1,weak_village_information,2,0,stage2b_seed_222_base_1_regime_weak_village_information_policy_existing_rule_round_2_decision_2,2,wolf_kill,mild_shift,0,8,8,1,10,10,10,10,stage2b_seed_222_base_1_regime_weak_village_information_policy_existing_rule,0,1,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,1,0.0,0,1,3,6,night,existing_rule,,,1,0,2,3,222,1,8,8,0,4,2,witch,existing_rule_control,,0,,2,final_test,0,existing_rule,0,0.3333333333333333,1,2,3,0.002102278963828086,3,0,3,0,0,0,2,wolf,1,1,1,3,2,1
5,5,existing_rule,0.0,0.0020629466271199957,1,weak_village_information,3,0,stage2b_seed_222_base_1_regime_weak_village_information_policy_existing_rule_round_3_decision_3,3,wolf_kill,strong_shift,0,8,8,1,10,10,10,10,stage2b_seed_222_base_1_regime_weak_village_information_policy_existing_rule,0,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,1,0.0,0,1,3,4,night,existing_rule,,,2,0,3,3,222,1,8,8,1,4,2,witch,existing_rule_control,,0,,2,final_test,0,existing_rule,0,0.3333333333333333,1,2,3,0.002102278963828086,3,0,3,0,0,0,2,wolf,1,0,1,3,2,1
4,4,frozen_ml,0.0,0.0018994043859986338,1,weak_village_information,1,1,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_first_kill_only_round_1_decision_1,1,wolf_kill,in_distribution,0,6,6,1,7,8,8,8,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_first_kill_only,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,0,0.0,0,0,3,7,night,ml_first_kill_only,,,0,0,1,3,222,1,8,8,1,3,1,witch,first_eligible_decision_uses_ml,,0,,3,final_test,1,ml_first_kill_only,0,0.6666666666666666,2,3,,0.0019842819537038148,3,1,3,0,0,1,0,village,1,0,0,3,0,0
5,5,existing_rule,0.0,0.0018994043859986338,1,weak_village_information,2,1,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_first_kill_only_round_2_decision_2,2,wolf_kill,strong_shift,0,6,6,1,10,2,2,2,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_first_kill_only,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,0,0.0,0,0,3,6,night,ml_first_kill_only,,,1,1,2,3,222,1,6,6,1,3,6,seer,after_first_decision_revert_to_existing_rule,,0,,3,final_test,0,ml_first_kill_only,0,0.6666666666666666,2,3,,1.619931726593027e-05,3,1,3,0,0,1,0,village,1,0,0,3,0,0
9,9,existing_rule,0.0,0.0018994043859986338,1,weak_village_information,3,1,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_first_kill_only_round_3_decision_3,3,wolf_kill,strong_shift,0,7,7,1,3,2,3,3,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_first_kill_only,1,1,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,0,0.0,0,1,3,5,night,ml_first_kill_only,,,2,1,3,3,222,1,7,7,1,3,3,hunter,after_first_decision_revert_to_existing_rule,,0,,3,final_test,0,ml_first_kill_only,0,0.6666666666666666,2,3,,0.0036977318870261566,3,1,3,0,0,1,0,village,1,0,0,3,0,0
4,4,frozen_ml,0.0,0.0018994043859986338,1,weak_village_information,1,1,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_single_random_kill_round_1_decision_1,1,wolf_kill,in_distribution,0,6,6,1,7,8,8,8,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_single_random_kill,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,0,0.0,0,0,3,7,night,ml_single_random_kill,,,0,0,1,3,222,1,8,8,1,3,1,witch,preselected_single_random_decision_uses_ml,,0,1,3,final_test,1,ml_single_random_kill,0,0.6666666666666666,2,3,,0.0019842819537038148,3,1,3,0,0,1,0,village,1,0,0,3,0,0
5,5,existing_rule,0.0,0.0018994043859986338,1,weak_village_information,2,1,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_single_random_kill_round_2_decision_2,2,wolf_kill,strong_shift,0,6,6,1,10,2,2,2,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_single_random_kill,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,0,0.0,0,0,3,6,night,ml_single_random_kill,,,1,1,2,3,222,1,6,6,1,3,6,seer,not_preselected_single_random_decision,,0,1,3,final_test,0,ml_single_random_kill,0,0.6666666666666666,2,3,,1.619931726593027e-05,3,1,3,0,0,1,0,village,1,0,0,3,0,0
9,9,existing_rule,0.0,0.0018994043859986338,1,weak_village_information,3,1,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_single_random_kill_round_3_decision_3,3,wolf_kill,strong_shift,0,7,7,1,3,2,3,3,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_single_random_kill,1,1,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,0,0.0,0,1,3,5,night,ml_single_random_kill,,,2,1,3,3,222,1,7,7,1,3,3,hunter,not_preselected_single_random_decision,,0,1,3,final_test,0,ml_single_random_kill,0,0.6666666666666666,2,3,,0.0036977318870261566,3,1,3,0,0,1,0,village,1,0,0,3,0,0
4,4,frozen_ml,0.0,0.0012674807591351496,1,weak_village_information,1,1,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_first_two_kills_round_1_decision_1,1,wolf_kill,in_distribution,0,6,6,1,7,8,8,8,stage2b_seed_222_base_1_regime_weak_village_information_policy_ml_first_two_kills,1,0,1,0,1,3636ee12b35a57bbe8811b59ccf2c37a2bfec25ced6170ee3f51615da6f64f83,stage2b_seed_222_base_1_regime_weak_village_information,1,0.0,0,0,3,7,night,ml_first_two_kills,,,0,0,1,3,222,0,8,8,1,3,1,witch,first_two_eligible_decisions_use_ml,,0,,2,final_test,1,ml_first_two_kills,0,0.3333333333333333,1,3,,0.0019842819537038148,3,2,3,0,0,1,1,village,1,0,0,3,0,0
